text_code,sent,topic
"[   2  801    0    7   90    5  524   75    2    1 4053   14  389    5
  103  432    0  257 4038 1228   24    2   13    0]",negative,charlie hebdo
"[    2   333     0  1733     2  4216     0     1   605     0   117    36
  4040    34 11209   216   578     6]",negative,charlie hebdo
"[   15    19 11208   382     0 11207     1   360    39    64     0   286
     0     0    26    37    77    28     0  6091     0     0     6]",negative,charlie hebdo
"[    0    49 11206     0 11205  5436   359   216     2    40   456     0
   307   578     0     3     0  2897     1     0     4    53     0  5437
     0     0]",negative,charlie hebdo
"[    0     4   237     0    63    36   360 11204    39     2     1   801
     0    61     0   360     0     0     4   121     0     0    14     0
    39   286     0     0     0]",negative,charlie hebdo
"[11203 11202  5796     0     0     0     1  4053   389     0   713     0
     2   508     0     5     5  2578 11201     0  5796   427     0   913
     0   177     0]",negative,charlie hebdo
"[   89    15  2261   194  2104  2321     0 11200     0   913    29     1
  2822     0  4218     0   209   701    12  1220     0     0    10    26
     0   116]",negative,charlie hebdo
"[   53   224   281    32    18    15   286    75     2  1751     0  2225
     0 11199   233   266    56  3063     7     6]",negative,charlie hebdo
[  0   3   3 320   0  16   0   0  39 286   0   1   0   0],positive,charlie hebdo
"[   3    3   53  631    2 5464 4027 1146   73    0  286    8    1    0
    0    0]",positive,charlie hebdo
"[  3   0   0 528  64   0   2 913 691  93   0 286  18  75   2   1 605   0
 937   0]",positive,charlie hebdo
"[   0    3   15  360    0   39  474    0    0 2805    0    1    0    0
    0   62    0 1331 4084  278    0]",positive,charlie hebdo
"[    0   141     0   184    21     1     0    46     0    34    21 11198
     0     0    11     0    10    17     0 11197    12   955     0    16
     0   349    26     0 11196     0]",positive,charlie hebdo
"[ 104    9   63   14    0    1    0   19  803  780    0   52    5    8
    5  297    0 4119    0    6    7]",positive,charlie hebdo
"[    0    68   279   288    34     2  2352     0     0     0 11195    75
     1     0 11194    75     7     0     0    46     0  5806     8 11193
   546   211     0     0     5     0]",positive,charlie hebdo
"[   0    0  634    4    0    0   12  913    0   30    0 2099    0   34
    9    0    0    7    7 1798   24    2   13    7    7    1]",positive,charlie hebdo
"[   0   24   28    0 5793   47    2    1 1546   76    0    0    0  227
    0 4126    0    0    6]",positive,charlie hebdo
"[   0   15    0   39    2    1  605   64    0  286    0  237    0    0
    0  320 2895    0   16   15  309    0 2070    0    6]",positive,charlie hebdo
"[   0   11    0    1    0    0    0    0   53   17 2471    0 5810  116
    0    0   17 5812    0    0    0    0    2 1072    0    2 2352    0
  813    0    6]",positive,charlie hebdo
"[   15     0    39   286    75     2     1   801     0     0     0     0
   320   560     0  2480     0     2 11192     0  3339     0     7     6]",positive,charlie hebdo
"[    0     3    90     0  4262  5768     0    65     0 11191    33    12
     1     0   188     0     0     0     0    18    80     2   431  4128
     4 11190     2    42  1373  1074     0     0]",negative,chris evans
"[   3    1  118  645   36  638   71 2863    0    0  517    0   38   71
 5819 1262  592   29   15   44    4  129    0    0]",negative,chris evans
"[   0    3    0   52    4   33    0    0    0    0 5820    0   16  188
    0   71    1    0    0   45  124  125    0  121    0   30    0 1448
    2  105    0    0    0]",negative,chris evans
"[    0   115   715     0    54     2     0     0     0     0     0     0
     1     0 11189   108  2121     0    21     0  1311     0   246   843
    29  5791    10   710    14   105    16     0     0     0     0]",negative,chris evans
"[   0   22    0   94    0   20    0 5770   64    0    2    0  120   79
    0  106    0    0    0 2469    2  133  968    1    0    2  133  968
  533   24    0    0]",negative,chris evans
"[    1 11188  1400     0     0    22     0 11187   285   143   818     4
   533    24     6     6]",negative,chris evans
"[    1     0   679     8   804     0     0  4137    12   791     0  1001
     0 11186 11213  1076  5762   533   760     0     0     0     6]",negative,chris evans
"[   0  446    0  249  533   24  141   16    0    0 4115    0 4114 4112
    4    1    0    2  165    0 1795   41    0    0    0   58    0   73
 5899  419    0]",negative,chris evans
"[    0    29     0    43     0   440    14     0  1179     0  2509   407
     0    52  1666     0     1   303    29     0     0   146   915     0
 11214     0    36   145     0]",negative,chris evans
"[    0     0  4114  4112   319     0  1309     0   533    24     0     0
     1    27     0   250     0 11215   194   481     0     0 11230     0
     0     0     0     0     0]",negative,chris evans
"[   0    2    1  105   88  183   15  114    0    0    0   44  114 2298
    0]",negative,chris evans
"[    0    18   970  1354   533    24     0     1     0  1384    62   454
     0    38 11242  5783    39   988   122   473     0   162     0     0
   137     0     9     0 11241     0     0]",negative,chris evans
"[   0    0 3058   10    0 4093    4    0   10  357   37 4093    5    5
    0   16    0    0   18    0  125    1 1372    0    0    0 5766 3383
 1372    0]",negative,chris evans
"[    0   146   672   533    24     0     0   274     0     0    76   421
   173    36     1     0    30     0    36   440 11240  1309   105     0
   497     5     0     0]",negative,chris evans
"[ 4097    14   465  5863    10   344     1     0   143   818     0    53
     0    17     0    67   735  2115  2496     8     5   441 11239 11238
 11237]",negative,chris evans
"[   52  1666     2   560     1 11236  4101     0  1634 11235   791     0
    91   953 11234     0     6]",negative,chris evans
"[  249     0  5928     8    56     0    52  1666     0     0     0     0
     1   303    29     0     0    18    90    32     0     0 11233  5879
    39    52     0     0     2  5245  4107]",negative,chris evans
[ 533   24    4    1  149    0  243   73   64    0    2 1063],negative,chris evans
[ 533   24    0   18    1  319    0 2361  145 2165  135    0    0],negative,chris evans
"[ 533   24   19   42    0    2 1063  115    0   19   55    4    1   19
  496    0    0  213  428    0  311   66   15    0 1179    4 4109    0]",negative,chris evans
"[    0     2 11232     0   533    24     0 11231   494     1     2  2698
     0  1530     0     0    71     0     0   139 11229     0     0]",negative,chris evans
"[   0  113  533   24    0 1051   45    1  261    0   45    0   96 1880
    0   18  227    0  212  123    0 1830  260 5891 5860    0    0    0]",negative,chris evans
"[ 113  533   24    2    1  105    0  270   29    0  915    0    0    0
  357   37 3314    0   80    0   84  353   34   51  389    0    2  599
    0]",negative,chris evans
"[   0   99  261    1    0    0  104   26   81    0   19  910    0   67
  533   24  171   71  165  109    0  915    0    0    0   16    9   17
 1892    0  366    0]",negative,chris evans
"[   47   203     1    17     0  3216    12  4054     0     2  2972     0
     0     2   159 11216   137     0 11228   986     0     6]",negative,chris evans
"[    0    10    17  2015    21     2  1679     0  3002    14   256     0
  5841     1     0   291     0     0    65    62     0 11227     0  2456
     0   885   170  2674]",negative,chris evans
"[  296     5   897     0   533    24    77    28     0     0  4339  4224
     0    19 11226     0   362     0     1     0     0 11225     0     0]",negative,chris evans
"[   0  143  818   25  662    0    2 1021    0   33    5   10    5    0
  138   55 2979    1   45  142    6]",positive,chris evans
"[   0  595    0  200  562 1236   32    2   82   92  119   24    0   15
   27    0    0 4342    0   30    0    1 1236    0   32]",positive,chris evans
"[    0     7   143   818   745     0  1021     0     5    10     0   138
  2979     0     1     0   142    14     2   105     0   204 11224     0
     0     0     6]",positive,chris evans
"[   7  533   24    0   25   26  662    0    1   85   45   35    8  143
  818    0    0    0    0    0    0   72 4966    2  105    0    0    0
    0    0    6]",positive,chris evans
"[   0    7 1021    0  143  818    0   12    1    0  408    0    5   10
    5    0   55  143  818   45 1938    0    0    0    6    0    0    6]",positive,chris evans
"[    0     5 11223    39     0  1673   359     0  1085     0  2983  4337
     0     0     4     1  2436     0     0     0  1466  2079   135     0
     0   129    28     0    67     0     0     0     0     0     0     0
     0]",positive,chris evans
"[   3    0    9   17  171   71 1158    0    0    2 2584    0   76 4352
 2011    0 1121  215    9 2995    0    0    1    0  177]",positive,chris evans
"[  0   3   8  49  31   0   0  74   9   0 398  12   1   0   0 632  42   0
   0 157   0   0   0   0]",positive,chris evans
"[   3    3    0  262   70  121    0    0    0  497  688    0    0   81
    0   19    1 1262  105    0    0   24    0  187    0    0   64]",positive,chris evans
"[   3   29    1    0    0  201   29  830    9    0 2453  109    2   78
    0]",positive,chris evans
"[    0     3    85     0    48   360    92     0    30     0     0     0
     0     9     0     0     5     5     0 11222     0     0    14     1
     0 11221  1059     0     0]",positive,chris evans
"[    3     3     3 11220     0    64     0     0    23   533    24     4
     1    19  2937     0     0     0     0    68   312    17  2118]",positive,chris evans
"[   3  465    0   30    0 2430   39 2609  184   18    0    1 4290  105
    0  152   55  396    0   30    0   55  101   32   13  616    0    0
    0  533   79]",positive,chris evans
"[   3    3    0    0    0    1 5849  497  105    6    0    0  198   11
  162    0    0  686    0    0    0    0  138    0   42    0]",positive,chris evans
"[    0     3     3     2    31    41     0     0     0  1083     0     2
  2948 11219    19   971     0    16     1    19  1153     0    30     0
    69     0   285     0     0]",positive,chris evans
"[    3     0 11218    68     0     9   180     9    77    60     0   181
   709     0  1021     5     4    56   262     9     0     2  1262   105
     1]",positive,chris evans
"[   3    1   45   72 1816    0  341    0    0  127    0   30    0   69
 5855 4273   16  496  622   10   26 1653 4272 2649    0]",positive,chris evans
"[    3   830     0     0   204  1487  1872    14     0   168     0     0
   539     0  4270   708     1     0     0    10    18 11217     8  5755
     0]",positive,chris evans
"[   3  903 5668    0    0  497    5   12    1  597   15   24    0  107
    0    0   81  107    0]",positive,chris evans
"[    3     3     3     9     0   929     1     0  1251    45    72  5666
   123     0     0     0     0    21  2367    73     0    24    28  4317
     0 11185]",positive,chris evans
"[   3   26 4052    0   18   14    1    4 4337  264    0    2  660    0
   13   41    0]",positive,chris evans
"[    3    77   412     0     2     1   105  1021  4290    39   365   129
     0     9   446     0    74     0 11184    26     0   193    37  1444
 11183]",positive,chris evans
"[  189   394   528     1     0    18   253    15   649     0   533    24
   141   494     0     0  4299 11182     0     0     7]",positive,chris evans
[   0  208    0    0    0   26    1 1488    0    0    0    0    0    6],positive,chris evans
"[    0  1021     0    55    30  1727   143   818    30  1727    12     1
 11150    10     5     0     0     0     6   818     0   237     0     2
  1021 11149     0     0     0     6]",positive,chris evans
"[  141     0     0     0 11148  5674     0  1355    55    18   438     5
     1     0     0     0     5     5     0     5 11147   173   398     0
    52   602     5     5     0     0     0     6]",positive,chris evans
[11146   271     2  5677 11145     1     4   533    24],positive,chris evans
"[    1  4314   497   105     5     5     5 11144   181     4   245 11143
  1256     0     9    29     7     7     6]",positive,chris evans
"[   1    0  732  466 2817 3019  216    2 1243    0 3002    0    0 1555
   10    5    0    6]",positive,chris evans
"[    1     0 11142 11141     0     0     0   465   188 11140     0    12
   315 11139    49  4263   316 11138     0    49 11137    24 11136]",positive,chris evans
"[    1     0    27     0    55 11135 11134   108     0   474     0    30
     0     0    18   427    32    56     0     0     0  1538]",positive,chris evans
"[   1    0   18  540 1600    0   47    0   49 1108    1  390    0    7
    5  254    6]",positive,chris evans
"[    1     0    29     2    78     0     0     0  3010     4     0 11133
     0]",positive,chris evans
"[    1    18   142 11132    47     0    19   528    37    52  1666     0
     0    61     0   422    37    15   105   963     0]",positive,chris evans
"[    1   303 11131   201     0     2   443     0 11130   678  5619   559
   854     0     6]",positive,chris evans
"[    1   301  2078     0   533    24     0     0  3053   122   143   818
     8    55 11129   105     6     6]",positive,chris evans
"[    1   642     2 11128  4326    43   143   818  4128    64     0  1021
   164     0    10     0     6     6]",positive,chris evans
"[   0    1    0 1109   25    0    0  143  818  233  745    0  263   10
   12   66    0    2 5622    0 2469 5621 5620 3017 5791    0]",positive,chris evans
"[   1    0  418 4212 2623 2609    0  465 2289    0  736    0  533   24
    4    0    0    2 1389  158   92    6]",positive,chris evans
"[    0     1     0 11127   143   818    38    10     5     0  2288     0
     2  4272     0  5636     0     4    10   676    55   902     0     2
  1021     0     0     0     0     0     6]",positive,chris evans
"[   0 1411    0   50   12    1    0  214 5637   21    0   36  453   11
    0    0]",positive,chris evans
"[3028 2359    0    0    0   26    2  107  732  466   14    0 3028   11
   16    0    0    0  128   12    1    0    0    0   62    0 1151    0]",positive,chris evans
"[    0    39  4261  5639     0 11126     0     1     0  5643     0    36
  4331     0    87     0     3     0     2   187     0    51   497     6]",positive,chris evans
"[  57   44    0  621    0  383 4255   73    2 5646 2298   12    2 1809
    1    0    7    6]",positive,chris evans
"[   0   45    0    0  142    1  533   24    0  656    0   69 1944    0
  656 1721    4    0  160   67    0  814  898    0]",positive,chris evans
"[   0   17    0  200    1    0  195    0    0    0   24    0    9 1142
    0    0    6]",positive,chris evans
"[    0     0    17   277   568  1380     0   287     0   277     1     0
  1308    32    68     0   398     0   534     0     0    53     0    21
    29     2    82     5    48     0     0 11125  2871     0     0]",positive,chris evans
"[    0     0   446     0    72    15   132    37  5649   136   903 11124
     0  1508 11151     0     0     4 11123  4115     0    38     1   107
     0     6]",positive,chris evans
"[   0    0  527    0    3  190    6 5725 1032   95   12 2113    4    1
    0  323    5    0]",positive,chris evans
"[    0    10     0    10    26    17  1557     0  1062     0  1793 11152
 11154    54    34 11181    12     1     4   330 11180     0  1360   339
     3]",positive,chris evans
"[   0   81    2 2519 5732  258    0    0  533   24   79    0    0  136
    1  142   15  600 2074   19  461    4   53  256    0  457  116    0]",positive,chris evans
"[    0     0    27    64     0  2414     0     1     0 11179     4    83
     0     0    27     0     0     0     0    25   460    12   116    11]",positive,chris evans
"[  0   0 193   3  34  21   0 370   0  57  79 191   1   0   0 469  79   0
 533  24   0   7   6]",positive,chris evans
"[    0     9   256     0    63     0     0     0     0     1     4  2983
 11178     0     0    10   397     2  1673   359  1085    79     0     2
  1466  2079   105     0     0     0     0     0   458   458     0     0]",positive,chris evans
"[    0     9    29   210     0     1     0    49   131     0   140     0
     0   899     0    11     0   268  1580 11177    54     0     0     2
     0     0     0     6]",positive,chris evans
"[    0     2   636     0     1     0     0     0     0    24     0     0
     0     0     0     0     0     7     0    30     0    79     0   315
     0   179 11176     0     0     0   179  4306]",positive,chris evans
"[    0     0    56     0  1028     0 11175   280     2   147     0   533
    24     0    38  1670     0   138  1143     0  1309    12     1     4
  2917  1310     0    41     0   200  2498     0]",positive,chris evans
"[   0    0    0    0 1861  168    0  750    0 1673  359    0    1   45
    0    5  390 4324    4   15   25    0    2   13  390    0    0    0
    0]",positive,chris evans
"[  63    0  200  370   37  135    0    0    1    0  533   24    0    0
 4153 4263    0]",positive,chris evans
"[ 1125     0  1125 11174     0  4178  5770     0     0  1826   533    24
   339   461    12     1     0  1297     5     0    22     0    94     0
    20    14     0     0     0     0]",positive,chris evans
"[  137  1058    44     0     8     0  1094 11173     0    53  1366     8
     0     0     0     0     0     1     3     6]",positive,chris evans
"[11172     0  5753     0     0  2077    12     1     0     0    22     0
   383    16    18    20  1861     4    10   157     0]",positive,chris evans
"[    0   145     0     0     0    27    32     0  1522    12   732   466
     0     0    52     0     0    26     1     0     0     0 11171    67
   145     0   125    71   223     0     0]",positive,chris evans
"[  269   657   232     0     1     4     5     0     0 11170    42     0
    67     0     5     5     5     5   389     0    48     0     3     3
   300     3]",positive,chris evans
"[   0    4  104    0  998   68    0    0  708    1    0  286    0    0
    0  125    0  212  345    0    2  107 1226    0  524    0    0    5]",positive,chris evans
"[4342    0   30    0    1   25    0    0 2079   79    0 2025    0    0
 4690 2427 2426    0   30    0   53   50    0  556 4825    0    0  129
    0    7    7]",positive,chris evans
"[    0    52    28 11169 11168     0     1  1258  2035     0     2  1143
    79     0   198     0   927     0     0   932     0     0     5     0
    90    38 11167     0     0]",positive,chris evans
"[    0  5725  1032    95    12  2113     4     1     0   323     5     6
     0  5702     0   465     0  5701  5702     0 11166     0     0]",positive,chris evans
"[ 2932    18   503     0    14     1     0 11165   466     0    19     0
    70   507   544  2038    43    59    31  1696     0 11164     0]",positive,chris evans
"[    0     1   585     0     0     2    85  5695     0     0   609    26
     0     2 11163     5     0    14     0    74     0   864     0     6]",positive,chris evans
[1431    9  241    0 1489    0    0   33   28    4 4276    1    0],positive,chris evans
"[    0   975 11162  5783     0   533    24   136    59   865     0     0
   121    47     9    58     0     0    37     1 11161    70     0     0]",positive,chris evans
"[    0  2571 11160    45  2244    32     0  3005   799     0   149    11
     0     1     0     0     2 11159   204     0]",positive,chris evans
"[   2  377  533  309    0    0   42   46    0 2401    2   31   35  280
    1   19    0    2 4355    0    0 5706    4    0   19  770  113   66]",positive,chris evans
"[ 143  818  745    0   13   10    0  237    0    0    1    4   65   25
    0    5 2582    0 4272    0 4359 1391   25    0   69    0   99    0]",positive,chris evans
"[    0  4358   533    24     3    69 11158     0     0  5709 11157     0
 11156     0     1     0    36    51     7     0     0]",positive,chris evans
"[113 120  52  28   2 320   7   0 272  14   0 146 180   1   0 201  29   0
  14 128   0   0   7]",positive,chris evans
"[   0    0    0   42  298    0    0    0    1    0    2  105 1466 2079
    0  254    5    6]",positive,chris evans
"[   43     0   143   818    64     0     2  1021     0    55  2979     1
  4333   398     0   105     0   662     0  1021   497     5     4   533
    24  1826 11155     0     0     0     0]",positive,chris evans
"[   0    0  113  533   24 2134   64   42 1246 2050   32    0    1    0
    0    0  315    0  214    0    0    7]",positive,chris evans
"[    0  4346     1   120    26    66 10751     0   465     0     0    58
     0   953     0   251     0     0     0     0     6]",positive,chris evans
"[    0     1     0  2983  4337     0     0 10504 10503     4 10502    34
    21     0  1466  2079    79   458     0    81     0    10   403     0]",positive,chris evans
"[ 223  333    0    1    0  830   54 2364    2 2609 1540    0  760    0
    0   39    2  167  779    0    0    0  269   41 1979]",positive,chris evans
"[   6    0  143 9853  172 1061    0 2570    1 4333    2  143  818  662
  398  143    7   44 1524    0    0]",positive,chris evans
"[   6  400   32   86  337 2262  315    0  533   24   12    3    0   30
    0 2979    1    0    7]",positive,chris evans
"[   0    6 5720 9852  146 4109 1302 5718    0    0    0  224    1    6
    7]",positive,chris evans
"[   0    0  132    8 1673  359    0   10    0   18   58    1    0    0
  145    5    5]",positive,chris evans
"[  0   0 106 910   0  50 189   0 125   0   0  50   1   0   0   0  10 146
  63]",positive,chris evans
[   0   18  544    1 9851    4  822    0 2051   60   28  482    0],positive,chris evans
"[   0  145    0   42    0  206    0  406    0    0  276   27    0   20
 9850   12    2 1581   11    0    0    0 1206  339    4    1 3094    0]",positive,chris evans
"[   0 1133    0 4083    0    0   11    0 1184    0   50   21    9 9849
    0   30    0    0 9848 5755 9847    0    1    0   30    0 4093 3383
    0    0]",positive,chris evans
"[   0  452   11    0  117   34    9    0 1495    0    0    0 9846    0
  113    1 3460   21   28    0    0    0    0]",positive,chris evans
"[   0    0    0    0    1   16   26   14   41    0  149    0   98    0
   26   74   36 1533    0    0   67    0  814    0    6]",positive,chris evans
"[   0   10   26   17    2 1673 1085   16    0    0  102   38 4342    4
    1    0 1466 2079    0    4   15    0 2851 1100    0]",positive,chris evans
"[   0    0    0    0    0    2  167 9845  552    0    0    1    0    0
   97    0    2  765 1858    0  665    0  159    0  116   34   26  246
    1    0   53   18    0    0  832  151   33    0]",negative,christians
"[   0    0    3  257    0    0 2045    0    0    1 9844    0 9843  602
    5    0 2564    2 2397    0 9842    0    3    3    3]",negative,christians
"[   3    0    9 2391    1   38   49  131    2   35   10   90   43    9
    0    2 2998    0   49 4277  144 2041    0  310    0]",negative,christians
"[   0    3    0    1  789  388    0 9841    0    0    5   13    0  125
   35    0 2893    0   53    0    0 1172  103    0    0   67 2211    0
    0]",negative,christians
[   3    3   15   10  264    2 2891    8 2574    0    1    0],negative,christians
"[   0    3    3    0 2195    0 2379    0    0   10    0 9840    8    1
    0  140    8 1004    1    0    0 9839  116  122 1152    0    0]",negative,christians
"[   0    3 1315 1049    0   14 1850    9    0    0    1    0    0   50
    0   59    0   62 9838 5696    0   26  155 1852    0   70   31 1528
    0    0]",negative,christians
"[   3    3   40    0  411 9837    0    1   34    1    0  457   26 1432
    0 9836    0    2  581    0]",negative,christians
"[   0    3   68    2  290  203  151   41  394   38    0  250  130 1457
    4   31 9835 1242    0 1315    1    0    0    0   15    0   18  366
    0    0    0    0]",negative,christians
"[   0    3    0   18   29    1   12  130 1850    0 2103   34 3497 1776
    2   40  456    0    0    7]",negative,christians
"[   0    3    0  268    9   15   33  114    0    0   30    0   25   18
 1453    9   14    1 2579  336   17   26  160  927 1127    0    0]",negative,christians
"[   0    3    3   59   45   31  456 1242    0 9834    0    0   53  144
   17   18  925   70  457   73    0    0    9   18  330    1    0    0]",negative,christians
"[   3 2925  387  116    0    4    2 9833 5740    0    1    4  123 3487
 3486   34 1140  122   15    0   39   66    0    0    0    0  177    0
    0    0]",negative,christians
"[   0    3    0    0    0  766    2  363 9832    0    0   31    0 1046
    0   30    0  150    0   17   72    1    0 5751  927    0 9831    0
 9830   17 9829    0  381    0]",negative,christians
"[   0    3    3  103   10  772    1    0 1102   30    0 5748 5747    0
   16   53   22    0  126  267    2  805    0    6]",negative,christians
"[   3    3  293    9  502 1467    0 1859    0    2   31  456    0    9
 2918   32  151  158    9   22 3367   37    1    0]",negative,christians
"[   0    3    3    3    0   50   68    0  265 1009    1   62   81   33
    0    2 3419    0    0    0 9828    0    0  157    0]",negative,christians
"[   0    3 9827    0    0   38    0    0    9    0 1862    1    0  782
 1162    0   10 9854   49 2391  389 3487 2144    0    7]",negative,christians
"[   3    2 3422    8   21 4415 9826    1   45  204   72  942    8   15
 1503   33    0]",negative,christians
"[ 176 5724    9 2107    1 1376    0    0    0    0   33  114    4  165
    0    0    0 5737    0    2    1]",negative,christians
"[ 466  112  534    0    0  265    1    4 9855   17  130 1398    0    2
 5735    4   34 5734    0 1291    0    6]",negative,christians
"[   0    4    0    0 4177    0   14    0  265 2548    1  522    0 1501
    0    2  552  367    0   26  382    0    6]",negative,christians
[9857    3    1   10   17  504 3427   16 2530   34   18  504],negative,christians
"[   0    1    4  130    0    0    2 1163   48 1244    0    0 1238 9884
  314    0 1850    0    0    0]",negative,christians
[   0    1 5727  703    0 3607   15   33    0   29   47    2  290    0],negative,christians
"[   1   10  819   29    2  108  115   53   34 1987    0   54   53   34
    0    0    0    6    6]",negative,christians
"[   1 2072  549  266    0   58    0  375  429    0   29    0  197   29
    0 2854   13 1690   27  220   14 2311 1761]",negative,christians
"[2548 2379    0    0    0  593    0  375  116    0    0    0    0    0
    0    0    0 5687  552  593    0    0   53    0   18 1488    0    8
    1    4   40  456    0]",negative,christians
"[ 775    0    0 9883   45 2538    2 2870    0 4821  216    1    0 1811
  573 1170  122 1299    0   10    0 1249    0  290  720    0]",negative,christians
"[   0 1172  483    0   26    0 5647  123    0   26 3594   12    1    0
 5645    0    0 1194    8   14  589    0    0    6]",negative,christians
"[   0 9882    5    5    0    0   11    0    0    0    1   56    0 9881
    0   76  882 9880    0 1800   41   71   23  109    0  531  133    0
 4227    2 1800 3000    0    7]",negative,christians
"[ 307    1    0  117   34    9    0 9879   37  573 1170    9   10    0
  107    0    0   17    0   32    0 1278 2681   14  428    0 9878    0
    0]",negative,christians
"[   0   61    0   29 2877  782    4    1    4 2877  743  124    0   10
    9   21    0 3030    0    2 9877    0  290  414 1716    0]",negative,christians
"[   0    0   10 1582   29    0    0   85 3618   43    0 2583  123 3487
    0    0    1    0    0   12 9876    0   16   53    0   21 2305 1009
 1278 5635    0]",negative,christians
"[   0    0  451    0  171    1    0   10   17 3646   16    0    0    0
 5634    0   30    0    0    9   17    0  854   12   14   18 3397   46
    7]",negative,christians
"[   0    0    0    0  579    0  384   71  103 1298    0    0  328    0
 3626  109    1  104   12    2 3630   64    0  100    0    6]",negative,christians
"[   0    0  321    0   20    1  693    0    2 9875    0 3016    0   10
  133   17  958    0 9874    0]",negative,christians
"[   0    0  294    0    5    5    0    0    1    0    2    0    0    0
   34    0 1299    0    0    6]",negative,christians
"[   0  782    1 9873 1561    2  743   10  133  597 1028    9    0 1126
    9   21    0    0]",negative,christians
"[ 573 1170   45   72 1332    8 1076   70 1457 3427    0    0    2   31
 3013    0   61    0 2294    0    1    0]",negative,christians
"[ 693    0   11    0   30    0  579   22 2062   49 1388    0   30    0
    2 9872    0   56    0  285   34  231    0  233    1  118 4192    0
  135    0]",negative,christians
"[   0    0    0   53  619    0    0 2629   76 1461    0    1   58    2
   48  108 1179 2060   53  135    0    0    6]",negative,christians
"[1460 5000    0    0  115    0 3538   39    1    0   47  112 5629   22
    9  274    8    8   49 1460    0    0    0    6]",negative,christians
"[1823    0 1292   53   34  743    0    0   61    0  643    2 2352 3526
   54  301    0    0   85 1361    1    0    0    6]",negative,christians
"[ 219    0  880    1    0  665 9871    2  629    0   30    0 1393 9870
    0    2 9869    0   67  116 9868    2  437    6]",negative,christians
"[3095    0    1   12  968  952 3513    8  417 1429    1  212   29 2209
    0    6]",negative,christians
"[   2  808   12  466    0   26    2 4198    0    0    0    2    1   14
  168    0   90    0   33   28  832    4   52  909  646    0]",negative,christians
"[   0 3517    0    0  451    1    0    9   10   17    0  224  741   37
   49  654    0 9867   15   41    0    6]",negative,christians
"[   0  117    0    1  328  782    4 1220    0    2   48 3031   25   26
    0 3521    0    2 3543    0  542    0    2 3049    0    0    0    0
    2  746    0    0    0]",negative,christians
"[9866    4    0  100    0    1 9865   56    8    5  897    4    0  584
    0  106  170    0    0    0]",negative,christians
"[   0    0 1830 9864    0    1   54    0   33 9863  130   50    8    2
   41   54  142    0    0   43    9    0    0    0    2  381    0    0
    0    6]",positive,christians
"[   0    0  118    0 9862    0    2 3061    0    1   14    2  699 3572
   34    0 3055  855  384 2338  109    2   78    0    0    0    0 2289
 5675    0]",positive,christians
"[   0  148    0  737    8    1   54   34 1171    0 2574    0    0   14
   53   10   63   68    0 3547    0 1163   12   42    0 2397 5673    0]",positive,christians
"[   7 1502 9861 1136    0  329    5    0 1796    8    3    0   30    8
    1 2045  280    2  108    6]",positive,christians
"[  40  544    0  903    5    5    5  304 4520  118   17    0  185 1561
    1    0  133 1523    2 1714    0    2  108    7]",positive,christians
"[   3   57   91 2397 5673    0   10    2 1490  133  305    9  160    4
  250    9  813    8   21    1    0]",positive,christians
"[   3 9860    0    0   59 9859    0  924   59    0    0 9858    4  790
  246    1    0  183  457    0    0    4    2   31  456    0   31    8
    0  377    0]",positive,christians
"[   3    0   10   26    0    0  797  373    0  130  596   16    0 2642
  596    0  197    0    0  155 4235    0  383  710    2    1    0 5669]",positive,christians
"[   0    3    3    0 3549 3550    0  559    0    0    0    0 3034  700
    0  743    0  782    0    1    0    0    0   21  414    0 1190    2
   78    0]",positive,christians
"[   0    3    3   26   18    1    0    9   34    0    2  920    0    0
    0   21    0    0    0    0 2647   10    9  409 1014    4    0  179
  419  133  305    0    0]",positive,christians
"[   3  133  305    9    8 1488    8 5656    4 9856    1    4    2   31
  456    0    0    0  149   71  103   29    9    0]",positive,christians
"[   3    0  737    8    1 1447   14   34  155 2045    0    0  146   63
   43    0   10    0    0   14    0    0  130 5657    0]",positive,christians
"[   3    0    0    1   10 3555  265 9824   16 1127   45  204  168    2
  359    4    0    2  173    0   21   98    4   86 9794 5654]",positive,christians
"[   3    3    0    0   26  252 9823    2 2362  660   14    1    0    0
   40  304  103   54  349  328 1220    0  589   47]",positive,christians
"[  0   0 411   4 139 461 215   9   0   2 234   3   0   9 446   0 249  36
 105 293   0 564   1  77 105   0  33   0]",positive,christians
"[   0 9791    0 9790    0    1    0 5664    0 1162    0    2  294 1171
    0    2  785 1060    0    0   10  182  985  116    0    0    5    0]",positive,christians
"[   0  234    0    0    5    5  103    0 2586    0    2 1457 1709 2349
    0    2    0  480 9789    0   10    0  798    0    1    8  466    0
    0    0]",positive,christians
"[1571  118  162 3505    0    1 1646    0 9788 2293    0 1709    0   26
    0    0  208    0  138   36 1683    0    0    0    6]",positive,christians
"[1580 1744   18   46    0 1465    0    1 1142   71   31  456 2592  109
  245 9787  115    0   19 9786    0 9785 9784 9783    0]",positive,christians
"[   0  626   21    1   12 1300    0  737    8    2  173    0   35    0
    0 1024    0    0    0  202    0   34    9    0  126   35   15  486
    0    0    6]",positive,christians
"[   0    1    0    0    0   17    0 2102    8    9    0    0    9  446
    0   20    2  128  359  512    0   20    0   11    0    6    0    0
  139    0  139   42    0    0]",positive,christians
"[   0    1   34  155 2045    0  743   10    0 2045    0    0    0   58
    1    0    3    3    3    7]",positive,christians
